EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
06412;Frankfurt am Main, Stadt;06;429856;418278;258304;186201;1371;1446;256933;184755;50517;47256;38729;48905;80382;34838;16790;15533;17316;14716;;;19895;10335;2455;1132;1970;3608;2902;2023;248;907;622;541;1318;536;9151;2038;230;534;185;94;191;291;118;98;47;84;379;;241;;293;;1719;;309;;119;;2335;;31;;311;;81;;146;;148;;326;;451;;396;;233;;181;;1084;;570;;323;;308;;3883;;;1286;
06413;Offenbach am Main, Stadt;06;67788;66880;34927;24839;320;319;34607;24520;7050;6636;5629;6735;8937;3636;2520;2121;3500;2344;;;1916;818;478;168;392;551;529;397;49;187;121;80;189;95;1213;224;56;113;33;26;20;35;6;14;8;11;73;;46;;46;;339;;51;;16;;272;;12;;65;;19;;98;;21;;63;;63;;43;;23;;16;;116;;74;;62;;54;;389;;;329;
06414;Wiesbaden, Landeshauptstadt;06;188034;189820;111027;78728;975;643;110052;78085;27077;23312;19995;22264;27906;11725;5267;4538;9667;7161;;;7596;4077;1408;417;661;1300;1371;811;99;349;315;206;614;295;3129;548;116;231;96;33;41;57;48;21;16;17;225;;110;;186;;530;;116;;56;;528;;19;;141;;36;;79;;85;;127;;152;;161;;58;;67;;145;;291;;199;;106;;1213;;;723;
06431;Bergstraße;06;198695;200057;120229;90704;1364;1519;118865;89185;33924;31607;20550;26531;25914;9502;3949;3607;13356;7904;;;8104;3331;1886;963;725;1150;2201;1186;260;753;684;473;713;231;2345;452;250;374;119;40;32;55;26;31;17;22;340;;212;;262;;97;;101;;49;;319;;29;;212;;52;;111;;107;;121;;201;;129;;101;;39;;44;;191;;312;;172;;609;;;973;
06432;Darmstadt-Dieburg;06;215429;213600;136397;97400;1647;1456;134750;95944;32986;28272;26378;30195;32722;13650;5527;4736;12508;7940;;;8316;3420;1858;754;1080;1988;2347;1270;213;590;746;588;1155;335;3299;582;293;378;141;65;117;123;47;48;16;24;397;;217;;422;;258;;114;;57;;427;;19;;260;;62;;120;;99;;186;;278;;167;;101;;52;;119;;257;;286;;249;;854;;;986;
06433;Groß-Gerau;06;176014;175171;100854;73713;1180;1148;99674;72565;23762;20808;19965;24292;22748;8634;4544;4033;10435;6600;;;5332;2254;2066;526;734;1430;1758;933;145;650;589;387;544;206;2305;489;212;354;98;47;58;106;76;51;12;15;310;;152;;124;;862;;87;;51;;318;;23;;232;;56;;80;;95;;150;;248;;120;;84;;42;;66;;213;;239;;162;;577;;;750;
06434;Hochtaunuskreis;06;164348;165167;107046;83370;636;799;106410;82571;32197;28611;14311;20107;27258;10494;3215;3352;9165;8896;;;9939;6185;1219;566;597;928;1368;954;128;321;377;313;558;271;2170;441;132;277;140;47;35;47;16;22;9;15;221;;110;;162;;111;;83;;58;;320;;18;;137;;34;;81;;68;;102;;165;;308;;95;;52;;96;;189;;140;;117;;909;;;724;
06435;Main-Kinzig-Kreis;06;299123;300763;168204;120109;1925;1847;166279;118262;43758;37396;29727;35413;34729;12562;6203;6114;20729;12553;;;10275;4112;3174;1100;1143;1597;3048;1639;462;1313;962;670;1319;529;3758;757;370;561;226;98;96;129;51;41;30;20;487;;302;;229;;484;;146;;90;;468;;38;;340;;101;;178;;176;;223;;353;;257;;181;;81;;141;;290;;459;;311;;884;;;1658;
06436;Main-Taunus-Kreis;06;165816;166024;106307;82454;826;920;105481;81534;31652;27606;15227;20825;26299;10378;3408;3252;9479;9551;;;8485;4859;1641;813;582;1139;1420;838;115;383;455;326;616;264;2199;418;120;233;112;39;28;35;17;15;11;25;236;;100;;113;;301;;80;;44;;332;;20;;167;;23;;66;;74;;126;;188;;213;;83;;49;;63;;195;;179;;99;;864;;;535;
06437;Odenwaldkreis;06;70869;72044;39925;31232;598;618;39327;30614;10485;9326;8636;10298;6970;2947;1717;1677;4560;2852;;;2536;948;540;255;203;392;712;491;82;295;249;176;251;130;773;156;97;151;44;26;27;29;13;18;9;6;107;;82;;111;;56;;32;;15;;105;;11;;64;;28;;30;;45;;52;;75;;47;;62;;25;;35;;48;;101;;81;;211;;;441;
06438;Offenbach;06;238715;239582;142756;103416;1431;1338;141325;102078;39264;34540;21128;27711;34684;12617;5217;5054;14225;9763;;;10089;4599;2725;890;947;1712;2206;1335;196;654;711;454;940;358;3224;618;260;403;202;64;47;69;28;21;15;28;333;;236;;159;;559;;103;;91;;436;;37;;250;;76;;229;;116;;158;;276;;221;;132;;51;;115;;224;;299;;225;;891;;;1188;
06439;Rheingau-Taunus-Kreis;06;138642;138630;89677;64250;930;745;88747;63505;26210;21523;15184;18372;20487;7883;2926;2600;8663;6097;;;6245;2962;1308;486;524;838;1360;809;103;291;419;294;426;196;1868;325;103;218;103;36;23;22;16;19;10;13;237;;91;;135;;70;;73;;45;;222;;44;;104;;30;;61;;77;;105;;161;;120;;72;;31;;62;;175;;173;;102;;579;;;521;
06440;Wetteraukreis;06;225720;224655;131970;90437;1423;1032;130547;89405;35201;27222;22655;27121;30002;10929;4621;4286;13745;8898;;;8570;3636;2779;993;876;1178;2190;1190;631;1449;671;425;822;319;2988;551;259;318;122;45;45;48;17;21;17;27;356;;225;;202;;183;;108;;59;;386;;29;;199;;63;;109;;145;;143;;234;;172;;113;;45;;111;;202;;294;;215;;743;;;749;
06531;Gießen;06;200804;198130;115449;81310;1061;1018;114388;80292;26628;22947;21074;24940;28522;11213;5780;5156;11064;6914;;;6068;2713;2665;1160;673;1201;1689;909;231;625;442;294;1071;361;3910;718;180;272;66;42;103;97;63;31;21;23;260;;143;;310;;167;;97;;72;;482;;23;;136;;53;;90;;77;;143;;159;;154;;107;;50;;128;;340;;199;;170;;778;;;676;
06532;Lahn-Dill-Kreis;06;189854;192664;99745;64892;1108;723;98637;64169;28512;20988;19965;20849;17594;6085;3400;3157;11847;5574;;;5420;2000;2062;746;513;811;1500;723;343;803;547;373;969;236;2329;305;179;249;118;39;49;57;31;23;11;17;245;;170;;486;;215;;66;;56;;202;;24;;144;;56;;67;;57;;118;;157;;105;;94;;26;;45;;128;;228;;135;;424;;;1134;
06533;Limburg-Weilburg;06;128963;130500;71311;50251;781;581;70530;49670;22646;18907;13003;14414;12937;4336;2140;1936;7821;5053;;;4514;1682;1430;517;319;582;1233;647;139;379;378;223;302;126;1385;221;93;190;56;19;31;20;14;12;10;14;179;;90;;110;;78;;55;;32;;114;;59;;96;;43;;57;;45;;75;;144;;86;;53;;29;;54;;91;;146;;134;;309;;;392;
06534;Marburg-Biedenkopf;06;183183;185360;104228;72844;689;765;103539;72079;25203;20207;20696;23726;24425;10305;6119;5326;9621;5397;;;5267;1861;1365;465;634;987;1484;791;142;370;487;312;956;376;2998;685;138;196;110;38;60;77;26;18;20;25;193;;115;;271;;119;;105;;32;;515;;18;;137;;54;;71;;58;;117;;125;;115;;115;;37;;244;;292;;132;;114;;809;;;917;
06535;Vogelsbergkreis;06;84549;86636;47658;36194;647;706;47011;35488;13725;11525;9893;11803;7797;3155;1658;1794;5823;3369;;;2904;1198;1182;481;193;343;690;373;166;425;261;235;399;109;805;173;92;117;51;18;12;15;9;8;8;13;141;;83;;83;;19;;48;;16;;72;;26;;65;;22;;49;;48;;70;;76;;51;;53;;7;;43;;44;;101;;84;;142;;;334;
06611;Kassel, documenta-Stadt;06;140438;142751;77652;57059;663;592;76989;56467;13392;12268;14867;16764;23726;10825;6189;6195;5747;4560;;;3523;1756;821;330;651;1174;1046;675;90;255;248;189;616;212;2773;519;88;159;40;12;55;57;68;85;11;21;157;;86;;139;;188;;159;;33;;459;;9;;116;;36;;69;;62;;79;;102;;87;;83;;31;;135;;165;;123;;77;;643;;;411;
06631;Fulda;06;169880;169360;97074;66281;1004;837;96070;65444;36798;31209;10911;12815;16882;6176;2896;2636;12312;5860;;;6246;2162;1620;435;459;665;1208;613;238;788;589;382;853;214;2045;325;166;204;131;45;19;31;10;15;11;12;216;;117;;227;;48;;71;;44;;174;;22;;138;;40;;79;;69;;121;;155;;105;;87;;38;;57;;139;;171;;153;;405;;;857;
06632;Hersfeld-Rotenburg;06;93123;96421;51375;37534;671;509;50704;37025;13211;10526;13717;14795;7649;2825;1786;1609;6717;3651;;;2670;1015;959;363;249;294;666;355;194;561;285;247;253;66;816;176;78;120;51;24;7;9;8;13;5;10;156;;82;;182;;25;;38;;29;;66;;10;;76;;28;;24;;44;;53;;76;;47;;40;;8;;14;;34;;124;;77;;150;;;366;
06633;Kassel;06;188527;190823;106538;78845;1478;1485;105060;77360;24050;19520;30061;31863;21314;8235;4214;3951;10021;7277;;;5346;1975;1732;625;563;799;1586;894;148;400;568;376;376;168;1812;346;189;283;64;19;17;46;46;25;18;17;310;;166;;131;;78;;93;;59;;186;;21;;165;;39;;85;;83;;108;;187;;116;;93;;31;;64;;118;;236;;148;;418;;;541;
06634;Schwalm-Eder-Kreis;06;142375;145071;79752;62701;1114;1549;78638;61152;18398;15811;20751;24883;14746;6271;2550;2639;8703;5466;;;4574;1947;2511;824;427;564;1182;686;182;455;440;350;268;112;1490;297;152;258;61;24;29;32;14;8;17;10;225;;104;;171;;36;;64;;33;;105;;10;;118;;72;;52;;79;;96;;117;;75;;64;;26;;34;;83;;181;;146;;252;;;515;
06635;Waldeck-Frankenberg;06;122990;126068;64235;46887;627;582;63608;46305;18496;15264;13981;15762;12282;4611;2063;2101;6481;3663;;;4287;2011;1188;524;293;403;898;487;130;252;348;252;266;135;1031;157;117;188;52;22;29;24;10;7;7;11;156;;104;;124;;30;;49;;23;;114;;11;;95;;27;;44;;53;;86;;87;;65;;51;;11;;36;;80;;113;;91;;199;;;431;
06636;Werra-Meißner-Kreis;06;80896;83046;45003;35088;656;698;44347;34390;11238;9585;11663;13724;7787;3337;1853;1845;4720;2996;;;2272;946;1241;256;173;308;635;363;77;233;217;177;240;78;800;144;81;112;29;15;29;30;13;10;13;12;116;;70;;55;;11;;59;;40;;116;;11;;46;;12;;32;;47;;66;;49;;48;;38;;7;;72;;50;;96;;70;;155;;;219;
06;Hessen;99;4412068;4422994;2578688;1867868;25535;24314;2553153;1843554;657886;564294;469417;558541;598460;238657;111582;103573;252794;168506;;;164386;74773;42841;16080;16431;27770;38100;21916;4844;13869;11920;8602;16974;6185;64272;12318;4110;6620;2488;992;1236;1603;852;726;382;499;6173;;3517;;4898;;6902;;2397;;1260;;9653;;590;;3888;;1162;;2167;;2024;;3098;;4381;;3505;;2262;;1109;;3247;;4831;;4999;;3680;;18435;;;18030;
;
07111;Koblenz, kreisfreie Stadt;07;83969;84878;51017;41846;542;535;50475;41311;14599;15735;9024;11331;12104;4941;1997;2002;3736;2741;;;2842;1769;1261;377;356;625;535;551;35;172;195;163;295;168;1793;278;46;145;50;14;7;16;11;15;12;11;79;;81;;52;;31;;37;;22;;185;;7;;29;;11;;36;;34;;69;;71;;64;;39;;29;;55;;112;;76;;41;;417;;;257;
07131;Ahrweiler;07;101203;100539;66724;57741;883;1104;65841;56637;24456;25759;10771;13783;11930;4449;1709;1715;5224;4093;;;4508;2643;1885;943;350;683;889;820;109;320;343;231;428;235;1160;272;91;217;98;27;13;44;8;10;7;11;150;;107;;52;;89;;57;;28;;130;;10;;79;;43;;50;;40;;80;;119;;92;;37;;17;;36;;78;;156;;71;;341;;;382;
07132;Altenkirchen (Westerwald);07;100084;101504;60892;56088;954;1191;59938;54897;21118;22731;13102;17687;8148;3310;1853;1881;5820;3386;;;3693;1796;1310;705;286;529;863;802;100;334;448;279;335;128;924;201;138;239;68;35;21;24;17;37;9;13;183;;95;;259;;39;;53;;28;;95;;18;;81;;18;;35;;47;;47;;89;;70;;43;;24;;34;;69;;136;;54;;168;;;780;
07133;Bad Kreuznach;07;120062;121149;76655;70980;1389;1708;75266;69272;22504;24511;17855;24367;11872;4949;2336;2479;7705;4583;;;4827;2897;1823;1074;410;697;1224;1276;102;495;510;391;417;205;1185;313;127;303;91;40;24;32;9;17;10;14;223;;130;;118;;83;;80;;37;;137;;23;;98;;36;;64;;65;;82;;118;;81;;61;;19;;50;;92;;199;;110;;329;;;629;
07134;Birkenfeld;07;63925;66293;37437;35126;846;1070;36591;34056;11168;12069;9765;12299;4237;1727;1169;1570;3964;2209;;;2421;1525;745;404;216;353;602;634;73;291;285;247;157;84;579;138;81;155;48;29;10;14;5;11;11;9;140;;76;;37;;7;;22;;22;;49;;10;;59;;15;;20;;47;;46;;76;;42;;34;;8;;25;;35;;97;;68;;120;;;288;
07135;Cochem-Zell;07;48692;49773;33505;31627;784;1018;32721;30609;13925;16144;6153;7006;4131;1494;717;880;2504;2100;;;2108;1061;769;434;154;247;435;400;47;126;223;161;146;68;516;126;49;100;34;19;7;2;4;4;3;7;73;;62;;44;;7;;26;;14;;32;;1;;29;;16;;21;;27;;40;;53;;36;;28;;12;;16;;28;;63;;46;;122;;;230;
07137;Mayen-Koblenz;07;166494;166771;103595;92494;1666;1977;101929;90517;36737;40411;20891;26883;16503;6104;2578;2700;8675;5467;;;5955;2848;2598;1295;587;850;1400;1368;124;391;554;436;441;277;2035;421;165;337;102;42;15;25;9;30;9;12;218;;187;;149;;66;;59;;49;;156;;15;;103;;43;;71;;79;;110;;160;;108;;68;;33;;53;;101;;214;;95;;414;;;620;
07138;Neuwied;07;138233;138629;85529;75190;1172;1394;84357;73796;27819;29186;17879;23355;14067;5123;2604;2584;7703;5476;;;5113;2620;2054;1064;448;763;1302;1223;119;366;519;332;329;188;1527;313;157;300;93;57;13;20;9;25;4;17;225;;156;;250;;80;;80;;48;;148;;25;;116;;37;;81;;66;;95;;156;;72;;63;;24;;39;;106;;221;;108;;402;;;784;
07140;Rhein-Hunsrück-Kreis;07;80638;81316;54996;50220;1040;1287;53956;48933;18684;20567;11858;14940;7526;2908;1553;1826;4763;2751;;;3751;2098;1475;823;306;496;804;796;70;294;294;309;342;211;909;185;72;204;36;29;9;7;9;10;3;10;133;;106;;100;;31;;46;;27;;83;;9;;71;;23;;27;;52;;70;;113;;47;;58;;14;;19;;70;;122;;75;;196;;;469;
07141;Rhein-Lahn-Kreis;07;94896;96743;62471;56918;1132;1365;61339;55553;17516;19420;15515;20034;9513;3728;1792;2010;5778;4180;;;3608;1693;2249;1143;332;567;1008;967;113;331;445;361;226;149;1301;238;97;247;80;34;17;20;11;15;5;13;179;;124;;65;;33;;52;;30;;118;;13;;82;;35;;60;;53;;69;;96;;64;;57;;19;;34;;75;;160;;94;;221;;;403;
07143;Westerwaldkreis;07;154465;154995;100878;91273;1719;2303;99159;88970;36475;39004;18474;25802;14422;5704;2837;3006;9443;5578;;;6458;3066;2899;1448;525;928;1540;1390;166;647;636;531;434;201;1770;306;157;429;107;58;17;31;16;27;4;12;296;;185;;201;;118;;83;;35;;139;;39;;123;;38;;75;;82;;120;;161;;102;;68;;37;;46;;101;;255;;122;;353;;;802;
07211;Trier, kreisfreie Stadt;07;80431;81791;48513;39723;495;550;48018;39173;11402;13603;10828;10947;12327;5814;2432;2161;3223;2298;;;2416;1284;517;536;319;888;590;491;48;204;143;119;325;126;1756;408;60;59;24;21;36;23;11;9;8;9;79;;74;;38;;30;;45;;21;;229;;1;;40;;15;;26;;31;;51;;60;;53;;31;;25;;51;;155;;75;;37;;386;;;173;
07231;Bernkastel-Wittlich;07;86098;87851;56022;52323;1166;1698;54856;50625;20367;23621;11559;12957;7377;3165;1522;1556;4197;2642;;;3691;2334;1741;1175;236;557;785;807;76;294;374;331;449;393;837;204;124;207;42;19;10;12;7;22;3;15;165;;97;;40;;75;;42;;17;;78;;15;;66;;25;;33;;66;;78;;100;;43;;38;;15;;21;;48;;144;;82;;171;;;314;
07232;Eifelkreis Bitburg-Prüm;07;72189;73408;50043;46126;1222;1659;48821;44467;18773;21338;10433;11670;6823;3082;1252;1066;3355;1989;;;2872;1507;1767;1197;195;467;714;776;62;229;318;328;284;115;642;159;94;190;39;26;8;14;7;12;10;7;135;;85;;43;;12;;26;;14;;51;;9;;60;;14;;31;;41;;55;;74;;41;;47;;9;;21;;39;;119;;83;;164;;;295;
07233;Vulkaneifel;07;47996;48766;30759;29543;673;990;30086;28553;12511;13870;5869;7342;3897;1566;862;992;2180;1544;;;1895;1032;658;615;128;286;431;469;36;141;185;162;185;68;453;75;46;125;19;14;6;8;3;11;2;3;92;;52;;18;;8;;25;;13;;32;;6;;30;;11;;23;;27;;23;;44;;22;;27;;3;;12;;20;;77;;47;;108;;;230;
07235;Trier-Saarburg;07;112648;112654;79057;69308;1456;2046;77601;67262;26435;30072;20642;18641;11493;5061;2158;2037;5364;3747;;;3493;1848;2566;2116;345;847;1019;1092;112;365;410;382;277;159;1168;268;122;211;66;28;27;19;9;16;6;6;186;;154;;56;;31;;62;;36;;98;;13;;77;;34;;39;;66;;76;;130;;73;;69;;20;;41;;80;;186;;110;;252;;;347;
07311;Frankenthal (Pfalz), kreisfreie Stadt;07;33348;34215;19034;16468;339;299;18695;16169;5987;6446;3656;4754;2862;1102;660;743;2532;1322;;;990;519;458;266;112;159;252;222;35;146;128;60;59;29;317;58;34;68;22;8;4;4;5;3;2;3;47;;35;;57;;53;;19;;8;;27;;12;;16;;7;;11;;14;;30;;26;;21;;9;;7;;12;;26;;36;;19;;88;;;257;
07312;Kaiserslautern, kreisfreie Stadt;07;71365;73674;38987;32162;556;498;38431;31664;8614;9262;8256;10406;7567;3257;1671;1988;4622;2088;;;2148;1301;896;585;408;745;637;548;77;388;228;187;206;123;1420;269;66;129;42;19;12;25;7;14;8;7;124;;72;;64;;27;;39;;18;;132;;49;;50;;30;;46;;22;;57;;71;;45;;35;;9;;31;;129;;91;;71;;334;;;323;
07313;Landau in der Pfalz, kreisfreie Stadt;07;36257;35005;24124;19137;268;321;23856;18816;6078;5756;4126;5728;6626;2815;993;762;1881;1369;;;1098;686;537;334;120;345;355;322;31;93;125;96;143;92;790;152;36;73;18;10;18;12;5;7;1;3;59;;43;;56;;16;;24;;6;;94;;9;;42;;5;;11;;22;;33;;29;;30;;36;;8;;15;;52;;58;;35;;192;;;161;
07314;Ludwigshafen am Rhein, kreisfreie Stadt;07;102451;104309;55399;46979;1145;869;54254;46110;12921;13913;12702;16211;8989;3661;2151;2020;7684;4449;;;2730;1430;1176;607;446;731;868;742;158;648;314;224;208;103;1212;269;104;172;52;31;12;22;34;47;24;12;131;;102;;92;;597;;59;;33;;134;;37;;97;;36;;42;;46;;71;;115;;123;;63;;15;;34;;86;;154;;80;;322;;;818;
07315;Mainz, kreisfreie Stadt;07;150251;146148;102415;80511;898;906;101517;79605;23371;23900;18047;23013;29557;13846;4528;4101;5966;4777;;;5429;3424;1061;468;1072;1637;995;913;48;188;273;191;2019;1348;3993;828;80;147;82;39;44;50;35;17;8;16;134;;94;;94;;485;;105;;50;;645;;13;;74;;26;;56;;44;;100;;124;;100;;59;;74;;128;;365;;126;;89;;1924;;;702;
07316;Neustadt an der Weinstraße, kreisfreie Stadt;07;40621;41441;26537;22844;318;359;26219;22485;7822;8376;4433;6178;5350;2511;665;774;2611;1400;;;1555;1031;1509;777;147;240;269;306;38;139;141;110;159;100;536;147;34;88;22;20;9;11;2;8;3;4;67;;50;;85;;14;;33;;12;;60;;15;;31;;13;;16;;26;;23;;42;;44;;23;;13;;23;;35;;65;;31;;193;;;265;
07317;Pirmasens, kreisfreie Stadt;07;30963;32144;15433;14448;375;393;15058;14055;4945;5408;3352;4386;1414;557;517;696;2245;886;;;779;502;293;228;94;162;279;329;119;218;84;75;46;25;403;69;29;51;22;5;1;4;3;2;4;3;51;;39;;19;;5;;7;;3;;15;;3;;17;;2;;8;;17;;14;;32;;18;;11;;2;;5;;21;;80;;31;;29;;;449;
07318;Speyer, kreisfreie Stadt;07;36237;36768;21948;18433;274;263;21674;18170;5842;5998;4532;5335;4784;2372;802;907;2278;1266;;;1039;673;312;224;109;232;326;281;22;91;113;101;130;112;516;114;18;74;19;11;5;5;3;5;0;8;55;;43;;69;;12;;30;;11;;57;;6;;37;;18;;14;;24;;37;;49;;30;;16;;9;;25;;34;;53;;33;;162;;;361;
07319;Worms, kreisfreie Stadt;07;58080;59521;32205;29072;544;632;31661;28440;8878;9446;7316;9570;5302;2573;890;1066;3942;2212;;;1611;1165;767;406;188;345;507;460;63;388;183;130;140;100;681;132;64;107;41;26;8;18;6;6;1;6;84;;80;;42;;41;;37;;10;;69;;6;;44;;19;;22;;34;;49;;51;;40;;36;;6;;19;;55;;78;;53;;198;;;284;
07320;Zweibrücken, kreisfreie Stadt;07;25997;26888;13706;11738;230;243;13476;11495;3599;3366;3533;4293;1864;843;541;660;1583;827;;;627;414;368;165;97;197;259;235;35;129;85;79;80;45;327;60;26;37;14;13;3;4;1;1;2;3;47;;37;;10;;3;;18;;6;;20;;2;;24;;13;;5;;25;;16;;21;;10;;7;;4;;7;;22;;45;;20;;70;;;124;
07331;Alzey-Worms;07;98159;97080;66606;59159;1238;1640;65368;57519;17458;18984;15784;19608;9925;4552;1679;2047;8168;4480;;;4101;2422;2114;1186;416;662;1069;1064;190;640;484;347;399;247;1112;254;139;312;91;33;16;13;13;19;4;10;234;;144;;133;;60;;59;;28;;135;;21;;79;;51;;46;;74;;93;;108;;82;;46;;25;;42;;84;;223;;136;;303;;;639;
07332;Bad Dürkheim;07;104795;104828;73282;63248;1087;1388;72195;61860;21501;22322;14734;19265;11909;4876;1755;1819;8223;4452;;;4598;2656;3102;2135;368;719;1104;1163;143;550;460;405;310;176;1174;289;125;256;57;34;9;19;10;14;3;15;236;;162;;153;;88;;72;;29;;125;;59;;93;;37;;45;;64;;84;;121;;97;;60;;26;;39;;110;;202;;126;;582;;;695;
07333;Donnersbergkreis;07;58275;58725;38700;34773;755;964;37945;33809;9733;10237;9652;12154;4925;2349;1148;1313;4742;2381;;;2183;1271;1833;1328;258;455;730;723;150;497;314;268;181;101;608;150;108;195;62;17;2;9;3;8;4;7;135;;86;;68;;54;;48;;26;;54;;12;;69;;25;;29;;39;;73;;95;;37;;47;;5;;33;;47;;134;;67;;126;;;346;
07334;Germersheim;07;94398;94277;62054;54520;1065;1262;60989;53258;19420;20506;11665;15878;8534;3563;1532;1632;8686;4122;;;3632;1868;1932;1344;320;659;1040;1024;142;393;400;316;361;279;1160;245;139;289;63;41;13;21;18;34;2;15;187;;131;;79;;129;;56;;26;;109;;24;;75;;34;;33;;65;;86;;82;;69;;72;;15;;27;;90;;167;;116;;258;;;1029;
07335;Kaiserslautern;07;81200;81706;54712;50296;1293;1538;53419;48758;16430;17197;12224;16575;6370;2767;1659;1956;6906;3060;;;2379;1259;2654;2064;319;517;1046;1062;160;585;400;392;176;103;904;199;99;293;56;34;6;7;6;5;4;21;175;;153;;113;;13;;46;;15;;35;;36;;69;;24;;33;;57;;86;;107;;41;;55;;14;;15;;62;;174;;107;;191;;;662;
07336;Kusel;07;56613;58242;37705;35735;958;1235;36747;34500;9392;9543;10245;14340;4082;1927;1287;1726;4989;2121;;;1606;785;1789;1087;187;418;731;800;134;488;331;319;120;58;670;158;75;185;32;19;7;23;9;14;6;7;128;;96;;46;;6;;25;;19;;20;;22;;61;;22;;17;;47;;51;;70;;26;;30;;10;;20;;37;;127;;64;;111;;;482;
07337;Südliche Weinstraße;07;87144;87691;62279;55485;1194;1574;61085;53911;20583;20420;11558;15943;10081;4550;1473;1550;6541;3790;;;3370;2160;2341;1514;277;628;934;1020;114;369;395;357;272;185;999;249;131;296;59;41;21;36;9;12;6;21;212;;132;;96;;15;;62;;21;;112;;22;;91;;28;;48;;68;;96;;94;;66;;53;;20;;48;;78;;188;;97;;274;;;770;
07338;Rhein-Pfalz-Kreis;07;117009;116626;80643;69431;1142;1318;79501;68113;24852;25735;16039;20869;13142;5344;1896;1894;9531;5708;;;4847;2551;2165;1343;432;873;1210;1102;164;515;528;410;350;183;1405;299;147;266;123;44;18;26;16;29;4;9;254;;158;;156;;107;;55;;40;;151;;56;;119;;49;;51;;60;;122;;160;;101;;64;;22;;31;;106;;252;;133;;385;;;913;
07339;Mainz-Bingen;07;158871;157364;112369;98591;1497;1933;110872;96658;32383;35459;23496;30374;22666;10073;3258;3097;9302;6066;;;6796;4034;2588;1442;753;1310;1601;1566;118;433;609;436;1202;564;2390;492;150;359;112;62;21;28;18;16;12;15;299;;176;;128;;115;;86;;45;;285;;41;;105;;46;;58;;84;;122;;161;;127;;88;;41;;68;;190;;225;;133;;774;;;832;
07340;Südwestpfalz;07;78708;80182;55974;53610;1495;2172;54479;51438;19172;21024;11215;15308;5385;2384;1359;1761;6785;3042;;;3202;1816;2027;1548;311;616;1062;1237;202;658;495;475;217;104;1042;235;116;297;94;42;10;14;15;14;3;12;251;;141;;86;;8;;39;;27;;72;;12;;88;;41;;34;;83;;84;;120;;51;;62;;11;;16;;36;;226;;117;;162;;;851;
07;Rheinland-Pfalz;99;3072765;3093894;1992205;1763166;33810;41702;1958395;1721464;613470;661339;417183;529232;327704;139047;59835;62977;192851;114602;;;114371;63988;56239;34400;11627;21433;29415;28981;3535;12556;11972;9741;11848;6852;40214;8573;3346;7162;2080;1041;479;662;363;546;207;366;5466;;3745;;3168;;2588;;1714;;874;;4111;;671;;2424;;940;;1317;;1738;;2438;;3298;;2168;;1640;;644;;1191;;2874;;5004;;2801;;10842;;;17966;
;
08111;Stuttgart, Landeshauptstadt;08;380985;378862;255470;201380;2172;1725;253298;199655;60371;61736;34244;46512;71920;39059;12906;11529;18876;14887;;;20739;10698;5623;3109;2799;3538;2561;1857;188;545;588;475;2749;1362;8190;1618;223;288;191;105;122;170;286;238;44;42;417;;271;;527;;1050;;300;;122;;1795;;29;;195;;79;;104;;104;;351;;231;;316;;180;;140;;326;;534;;518;;174;;2915;;;1887;
08115;Böblingen;08;262708;258396;173851;138646;2542;2146;171309;136500;53646;53400;22184;30164;37295;16588;4509;4524;17562;12193;;;13519;6380;7806;4826;1243;1761;1666;1170;251;805;718;585;1774;649;3082;610;193;296;227;101;30;38;123;90;25;31;304;;195;;793;;363;;137;;73;;526;;27;;199;;82;;85;;53;;227;;205;;250;;136;;73;;67;;280;;315;;185;;881;;;2289;
